S.No	VertexId	UserId	WorkLoad
5485	  98528		  5460	  15
5486	  98531		  5461	  15
5487	  98536		  5468	  15
5488	  98548		  5472	  15
5489	  98566		  5473	  15
5490	  98569		  5474	  15
5491	  98579		  5475	  15
5492	  98583		  5476	  15
5493	  98586		  5477	  15
5494	  98589		  5478	  15
5495	  98600		  5480	  15
5496	  98645		  5483	  15
5497	  98670		  5485	  15
5498	  98693		  5486	  15
5499	  98726		  5488	  15
5500	  98729		  5489	  15
5501	  98743		  5490	  15
5502	  98746		  5491	  15
5503	  98749		  5494	  15
5504	  98752		  5495	  15
5505	  98758		  5496	  15
5506	  98761		  5462	  15
5507	  98782		  5497	  15
5508	  98788		  5501	  15
5509	  98794		  5504	  15
5510	  98798		  5505	  15
5511	  98801		  5507	  15
5512	  98804		  5508	  15
5513	  98810		  5510	  15
5514	  98813		  5512	  15
5515	  98817		  5515	  15
5516	  98826		  5516	  15
5517	  98830		  5517	  15
5518	  98833		  5518	  15
5519	  98836		  5519	  15
5520	  98839		  5520	  15
5521	  98843		  5521	  15
5522	  98848		  5522	  15
5523	  98851		  5523	  15
5524	  99197		  7740	  15
5525	  99245		  5525	  15
5526	  99248		  5526	  15
5527	  99258		  5530	  15
5528	  99261		  5531	  15
5529	  99506		  5528	  15
5530	  99514		  5532	  15
5531	  99542		  5534	  15
5532	  99558		  5535	  15
5533	  99561		  5536	  15
5534	  99566		  5537	  15
5535	  99569		  5193	  15
5536	  99589		  5540	  15
5537	  99594		  5541	  15
5538	  99597		  5542	  15
5539	  99737		  5544	  15
5540	  99743		  5548	  15
5541	  99746		  5549	  15
5542	  99758		  5550	  15
5543	  99771		  5551	  15
5544	  99781		  5554	  15
5545	  99784		  5552	  15
5546	  99794		  5553	  15
5547	  99842		  5555	  15
5548	  99845		  5558	  15
5549	  99852		  5561	  15
5550	  99855		  5562	  15
5551	  99870		  5565	  15
5552	  99875		  5566	  15
5553	  99878		  5567	  15
5554	  99882		  5571	  15
5555	  99885		  5572	  15
5556	  99888		  5573	  15
5557	  99891		  5577	  15
5558	  99901		  5576	  15
5559	  99904		  5578	  15
5560	  99907		  5579	  15
5561	  99911		  5580	  15
5562	  99915		  5581	  15
5563	  100024		  5583	  15
5564	  100040		  5587	  15
5565	  100043		  5589	  15
5566	  100056		  5591	  15
5567	  100085		  5594	  15
5568	  100118		  5595	  15
5569	  100121		  5598	  15
5570	  100124		  5599	  15
5571	  100127		  5600	  15
5572	  100137		  5601	  15
5573	  100141		  5602	  15
5574	  100144		  5603	  15
5575	  100149		  5604	  15
5576	  100169		  5606	  15
5577	  100199		  5607	  15
5578	  100202		  5608	  15
5579	  100220		  5612	  15
5580	  100288		  5609	  15
5581	  100291		  5610	  15
5582	  100295		  5611	  15
5583	  100298		  5613	  15
5584	  100308		  5615	  15
5585	  100313		  5616	  15
5586	  100330		  5617	  15
5587	  100363		  5622	  15
5588	  100367		  5396	  15
5589	  100381		  5627	  15
5590	  100403		  5782	  15
5591	  100416		  5625	  15
5592	  100423		  5628	  15
5593	  100426		  5629	  15
5594	  100465		  5633	  15
5595	  100474		  5644	  15
5596	  100497		  5636	  15
5597	  100500		  5645	  15
5598	  100503		  5646	  15
5599	  100509		  5648	  15
5600	  100512		  5649	  15
5601	  100517		  5652	  15
5602	  100520		  5653	  15
5603	  100614		  7246	  15
5604	  100620		  7273	  15
5605	  100638		  7534	  15
5606	  100668		  5656	  15
5607	  100675		  5657	  15
5608	  100679		  5658	  15
5609	  100691		  5659	  15
5610	  100694		  5660	  15
5611	  100698		  5661	  15
5612	  100703		  5662	  15
5613	  100709		  5668	  15
5614	  100715		  5647	  15
5615	  100725		  5666	  15
5616	  100732		  5667	  15
5617	  100739		  5669	  15
5618	  100742		  5670	  15
5619	  100749		  5674	  15
5620	  100752		  5675	  15
5621	  100762		  5676	  15
5622	  100765		  5678	  15
5623	  100767		  5679	  15
5624	  100774		  5682	  15
5625	  100795		  5686	  15
5626	  100800		  5685	  15
5627	  100803		  5687	  15
5628	  100806		  5688	  15
5629	  100809		  5689	  15
5630	  100812		  5690	  15
5631	  100815		  5691	  15
5632	  100866		  5692	  15
5633	  100889		  5695	  15
5634	  100892		  5698	  15
5635	  100895		  5696	  15
5636	  101177		  5702	  15
5637	  101189		  5703	  15
5638	  101195		  5704	  15
5639	  101201		  5708	  15
5640	  101210		  5707	  15
5641	  101227		  5710	  15
5642	  101230		  5711	  15
5643	  101233		  5712	  15
5644	  101281		  5717	  15
5645	  101284		  5718	  15
5646	  101297		  5720	  15
5647	  101302		  5722	  15
5648	  101307		  5729	  15
5649	  101310		  5730	  15
5650	  101313		  5731	  15
5651	  101317		  5733	  15
5652	  101320		  5735	  15
5653	  101382		  5741	  15
5654	  101397		  4418	  15
5655	  101400		  5744	  15
5656	  101403		  5746	  15
5657	  101406		  5750	  15
5658	  101412		  5747	  15
5659	  101416		  5748	  15
5660	  101419		  5749	  15
5661	  101423		  5751	  15
5662	  101426		  5752	  15
5663	  101433		  5755	  15
5664	  101440		  5761	  15
5665	  101451		  5763	  15
5666	  101457		  5764	  15
5667	  101460		  5765	  15
5668	  101463		  5766	  15
5669	  101465		  5767	  15
5670	  101468		  5768	  15
5671	  101483		  5769	  15
5672	  101489		  5770	  15
5673	  101539		  5771	  15
5674	  101640		  5774	  15
5675	  101657		  5781	  15
5676	  101661		  5783	  15
5677	  101686		  5785	  15
5678	  101690		  5786	  15
5679	  101693		  5787	  15
5680	  101728		  5788	  15
5681	  101735		  5789	  15
5682	  101738		  5794	  15
5683	  101741		  5796	  15
5684	  101934		  5797	  15
5685	  102158		  7583	  15
5686	  102196		  8271	  15
5687	  102587		  5803	  15
5688	  102626		  6756	  15
5689	  102653		  7533	  15
5690	  102711		  5805	  15
5691	  102756		  5808	  15
5692	  102785		  5810	  15
5693	  102936		  5813	  15
5694	  103044		  6987	  15
5695	  103059		  7508	  15
5696	  103088		  5815	  15
5697	  103092		  6871	  15
5698	  103097		  5816	  15
5699	  103386		  5820	  15
5700	  103408		  5821	  15
5701	  103521		  7690	  15
5702	  103532		  5823	  15
5703	  103615		  5833	  15
5704	  103618		  5834	  15
5705	  103667		  5842	  15
5706	  103670		  5840	  15
5707	  103673		  5841	  15
5708	  103676		  5836	  15
5709	  103689		  5846	  15
5710	  103694		  5852	  15
5711	  103697		  5853	  15
5712	  103700		  5854	  15
5713	  103703		  3788	  15
5714	  103707		  5855	  15
5715	  103717		  5856	  15
5716	  103720		  5857	  15
5717	  103814		  5859	  15
5718	  103832		  5861	  15
5719	  103836		  5862	  15
5720	  103862		  5864	  15
5721	  103865		  5866	  15
5722	  103868		  5868	  15
5723	  103887		  7506	  15
5724	  103902		  5873	  15
5725	  103910		  5874	  15
5726	  103913		  5875	  15
5727	  103916		  5876	  15
5728	  103919		  5877	  15
5729	  103928		  5878	  15
5730	  103931		  5883	  15
5731	  103935		  5884	  15
5732	  103939		  5885	  15
5733	  103945		  5888	  15
5734	  103948		  5889	  15
5735	  103951		  5890	  15
5736	  103958		  5590	  15
5737	  103965		  5892	  15
5738	  103969		  5895	  15
5739	  103972		  5896	  15
5740	  103986		  5899	  15
5741	  103991		  5070	  15
5742	  103997		  5903	  15
5743	  104000		  4767	  15
5744	  104016		  5907	  15
5745	  104019		  5911	  15
5746	  104023		  5908	  15
5747	  104044		  5909	  15
5748	  104048		  5913	  15
5749	  104055		  5915	  15
5750	  104109		  5916	  15
5751	  104120		  4927	  15
5752	  104123		  5914	  15
5753	  104177		  5917	  15
5754	  104180		  5919	  15
5755	  104184		  5920	  15
5756	  104196		  5921	  15
5757	  104209		  5923	  15
5758	  104214		  5924	  15
5759	  104221		  5927	  15
5760	  104233		  5930	  15
5761	  104275		  5934	  15
5762	  104319		  5935	  15
5763	  104334		  5937	  15
5764	  104337		  5938	  15
5765	  104341		  5942	  15
5766	  104347		  5939	  15
5767	  104352		  5940	  15
5768	  104367		  5941	  15
5769	  104370		  5944	  15
5770	  104373		  5945	  15
5771	  104384		  5946	  15
5772	  104394		  5952	  15
5773	  104410		  5962	  15
5774	  104414		  5964	  15
5775	  104417		  5958	  15
5776	  104422		  5966	  15
5777	  104431		  5959	  15
5778	  104434		  5960	  15
5779	  104440		  5093	  15
5780	  104443		  5961	  15
5781	  104461		  5970	  15
5782	  104463		  5971	  15
5783	  104476		  5981	  15
5784	  104484		  5982	  15
5785	  104490		  5983	  15
5786	  104493		  5984	  15
5787	  104505		  5985	  15
5788	  104508		  5986	  15
5789	  104511		  5987	  15
5790	  104514		  5988	  15
5791	  104520		  5989	  15
5792	  104523		  5990	  15
5793	  104526		  5992	  15
5794	  104529		  5993	  15
5795	  104534		  5997	  15
5796	  104537		  6791	  15
5797	  104621		  5967	  15
5798	  104624		  5999	  15
5799	  104655		  8276	  15
5800	  104658		  6005	  15
5801	  104661		  6003	  15
5802	  104706		  6641	  15
5803	  104740		  6007	  15
5804	  104748		  6013	  15
5805	  104753		  4409	  15
5806	  104762		  6014	  15
5807	  104765		  6015	  15
5808	  104770		  6016	  15
5809	  104782		  6017	  15
5810	  104786		  6018	  15
5811	  104789		  6019	  15
5812	  104792		  6020	  15
5813	  104819		  6024	  15
5814	  104838		  6022	  15
5815	  104871		  6002	  15
5816	  104873		  6025	  15
5817	  104876		  6026	  15
5818	  104881		  6028	  15
5819	  104884		  6030	  15
5820	  104887		  6031	  15
5821	  104971		  5978	  15
5822	  104974		  6033	  15
5823	  104977		  6034	  15
5824	  104980		  6036	  15
5825	  104983		  6037	  15
5826	  104986		  6035	  15
5827	  104991		  6038	  15
5828	  104999		  6039	  15
5829	  105002		  6042	  15
5830	  105046		  6045	  15
5831	  105055		  6046	  15
5832	  105063		  6048	  15
5833	  105066		  6049	  15
5834	  105071		  6050	  15
5835	  105074		  6051	  15
5836	  105077		  6052	  15
5837	  105080		  6053	  15
5838	  105083		  6056	  15
5839	  105086		  6057	  15
5840	  105089		  6058	  15
5841	  105092		  6060	  15
5842	  105095		  6061	  15
5843	  105098		  6062	  15
5844	  105102		  6063	  15
5845	  105105		  6064	  15
5846	  105111		  6066	  15
5847	  105114		  6070	  15
5848	  105119		  6071	  15
5849	  105124		  6072	  15
5850	  105180		  6067	  15
5851	  105183		  6068	  15
5852	  105217		  6069	  15
5853	  105224		  6073	  15
5854	  105227		  6074	  15
5855	  105230		  6075	  15
5856	  105250		  6077	  15
5857	  105253		  6079	  15
5858	  105256		  6081	  15
5859	  105261		  6082	  15
5860	  105281		  6089	  15
5861	  105283		  6090	  15
5862	  105286		  6091	  15
5863	  105289		  6092	  15
5864	  105292		  6093	  15
5865	  105337		  6100	  15
5866	  105339		  6101	  15
5867	  105342		  6108	  15
5868	  105349		  6116	  15
5869	  105353		  6112	  15
5870	  105356		  6113	  15
5871	  105359		  6114	  15
5872	  105363		  6118	  15
5873	  105367		  6119	  15
5874	  105372		  6120	  15
5875	  105375		  6121	  15
5876	  105379		  6126	  15
5877	  105392		  6129	  15
5878	  105395		  6128	  15
5879	  105399		  6127	  15
5880	  105410		  6133	  15
5881	  105416		  6134	  15
5882	  105425		  6135	  15
5883	  105429		  6141	  15
5884	  105432		  6142	  15
5885	  105435		  6143	  15
5886	  105438		  6144	  15
5887	  105441		  6145	  15
5888	  105444		  6146	  15
5889	  105455		  6147	  15
5890	  105471		  6150	  15
5891	  105474		  6152	  15
5892	  105477		  6153	  15
5893	  105480		  6155	  15
5894	  105483		  6158	  15
5895	  105508		  6157	  15
5896	  105513		  6160	  15
5897	  105518		  6165	  15
5898	  105524		  6168	  15
5899	  105527		  6169	  15
5900	  105556		  6175	  15
5901	  105559		  6176	  15
5902	  105564		  6177	  15
5903	  105568		  6178	  15
5904	  105571		  6179	  15
5905	  105580		  6180	  15
5906	  105585		  6196	  15
5907	  105589		  6197	  15
5908	  105593		  6181	  15
5909	  105596		  6182	  15
5910	  105601		  6183	  15
5911	  105604		  6184	  15
5912	  105608		  6185	  15
5913	  105611		  6186	  15
5914	  105614		  6187	  15
5915	  105617		  388	  15
5916	  105620		  6188	  15
5917	  105637		  6199	  15
5918	  105640		  6200	  15
5919	  105648		  6201	  15
5920	  105652		  6202	  15
5921	  105657		  6203	  15
5922	  105660		  6204	  15
5923	  105674		  6190	  15
5924	  105679		  6205	  15
5925	  105682		  6206	  15
5926	  105685		  6207	  15
5927	  105691		  6191	  15
5928	  105694		  6192	  15
5929	  105698		  6208	  15
5930	  105703		  6193	  15
5931	  105706		  6212	  15
5932	  105711		  6213	  15
5933	  105716		  6214	  15
5934	  105719		  6215	  15
5935	  105722		  6216	  15
5936	  105729		  6217	  15
5937	  105815		  6219	  15
5938	  105821		  6220	  15
5939	  105841		  6224	  15
5940	  105875		  6222	  15
5941	  105878		  6223	  15
5942	  105918		  6230	  15
5943	  105922		  6228	  15
5944	  105925		  6232	  15
5945	  105930		  6236	  15
5946	  105933		  6239	  15
5947	  105940		  6240	  15
5948	  106000		  7590	  15
5949	  106020		  6242	  15
5950	  106027		  6244	  15
5951	  106030		  6245	  15
5952	  106075		  6247	  15
5953	  106078		  6248	  15
5954	  106090		  6252	  15
5955	  106094		  6253	  15
5956	  106097		  6254	  15
5957	  106100		  6258	  15
5958	  106102		  6259	  15
5959	  106106		  6263	  15
5960	  106112		  6264	  15
5961	  106115		  6265	  15
5962	  106118		  6266	  15
5963	  106120		  6267	  15
5964	  106211		  6271	  15
5965	  106300		  6273	  15
5966	  106303		  6274	  15
5967	  106314		  6275	  15
5968	  106317		  6276	  15
5969	  106320		  6282	  15
5970	  106375		  6281	  15
5971	  106378		  6286	  15
5972	  106383		  6287	  15
5973	  106386		  6288	  15
5974	  106389		  6291	  15
5975	  106392		  6292	  15
5976	  106395		  6293	  15
5977	  106398		  6294	  15
5978	  106401		  6297	  15
5979	  106404		  6295	  15
5980	  106487		  6301	  15
5981	  106490		  6304	  15
5982	  106684		  6312	  15
5983	  106689		  6313	  15
5984	  106693		  6314	  15
5985	  106705		  6315	  15
5986	  106708		  6319	  15
5987	  106779		  6132	  15
5988	  106783		  6317	  15
5989	  106790		  6324	  15
5990	  106798		  6325	  15
5991	  106805		  6326	  15
5992	  106814		  6331	  15
5993	  106819		  6332	  15
5994	  106822		  6333	  15
5995	  106826		  6339	  15
5996	  106833		  6346	  15
5997	  106863		  6348	  15
5998	  106866		  6349	  15
5999	  106869		  6350	  15
6000	  106872		  4406	  15
6001	  106875		  5995	  15
6002	  106879		  6355	  15
6003	  106882		  6356	  15
6004	  106886		  6359	  15
6005	  107004		  6298	  15
6006	  107013		  6366	  15
6007	  107016		  6351	  15
6008	  107019		  6371	  15
6009	  107022		  6374	  15
6010	  107025		  6375	  15
6011	  107028		  6377	  15
6012	  107047		  6378	  15
6013	  107051		  6379	  15
6014	  107054		  6380	  15
6015	  107060		  6381	  15
6016	  107167		  7215	  15
6017	  107175		  6383	  15
6018	  107180		  6387	  15
6019	  107183		  5965	  15
6020	  107188		  6389	  15
6021	  107191		  6391	  15
6022	  107194		  6392	  15
6023	  107197		  6393	  15
6024	  107200		  6394	  15
6025	  107210		  6399	  15
6026	  107213		  6395	  15
6027	  107216		  6396	  15
6028	  107219		  6397	  15
6029	  107222		  6398	  15
6030	  107253		  6406	  15
6031	  107257		  6408	  15
6032	  107262		  6410	  15
6033	  107265		  6411	  15
6034	  107268		  6412	  15
6035	  107271		  6413	  15
6036	  107295		  6415	  15
6037	  107301		  6416	  15
6038	  107313		  6983	  15
6039	  107341		  6423	  15
6040	  107346		  6426	  15
6041	  107349		  6429	  15
6042	  107352		  6428	  15
6043	  107357		  6430	  15
6044	  107360		  6431	  15
6045	  107363		  6436	  15
6046	  107368		  6439	  15
6047	  107371		  6440	  15
6048	  107380		  6443	  15
6049	  107452		  6444	  15
6050	  107455		  6448	  15
6051	  107458		  6445	  15
6052	  107467		  850	  15
6053	  107473		  6446	  15
6054	  107516		  6450	  15
6055	  107519		  6451	  15
6056	  107522		  6452	  15
6057	  107526		  6453	  15
6058	  107529		  6454	  15
6059	  107532		  6455	  15
6060	  107535		  6456	  15
6061	  107540		  6457	  15
6062	  107544		  6459	  15
6063	  107548		  6461	  15
6064	  107559		  6466	  15
6065	  107562		  6467	  15
6066	  107572		  6468	  15
6067	  107575		  6469	  15
6068	  107579		  6470	  15
6069	  107582		  6471	  15
6070	  107590		  6477	  15
6071	  107593		  6479	  15
6072	  107608		  6478	  15
6073	  107611		  6480	  15
6074	  107614		  6483	  15
6075	  107644		  6484	  15
6076	  107656		  6485	  15
6077	  107659		  6486	  15
6078	  107746		  6487	  15
6079	  107752		  6488	  15
6080	  107776		  6489	  15
6081	  107780		  6490	  15
6082	  107788		  6492	  15
6083	  107792		  6493	  15
6084	  107795		  6494	  15
6085	  107896		  8025	  15
6086	  107900		  6495	  15
6087	  107904		  6497	  15
6088	  107907		  6500	  15
6089	  107934		  6502	  15
6090	  107952		  6504	  15
6091	  107961		  6506	  15
6092	  107964		  6507	  15
6093	  107967		  6508	  15
6094	  107970		  6509	  15
6095	  107973		  6510	  15
6096	  108029		  6513	  15
6097	  108032		  6514	  15
6098	  108035		  6515	  15
6099	  108038		  6516	  15
6100	  108041		  6517	  15
6101	  108045		  6518	  15
6102	  108080		  6519	  15
6103	  108083		  6520	  15
6104	  108087		  6521	  15
6105	  108090		  6522	  15
6106	  108154		  6524	  15
6107	  108164		  6525	  15
6108	  108183		  6526	  15
6109	  108196		  6527	  15
6110	  108199		  6460	  15
6111	  108244		  7765	  15
6112	  108261		  6533	  15
6113	  108264		  6534	  15
6114	  108267		  6537	  15
6115	  108274		  6535	  15
6116	  108277		  6538	  15
6117	  108300		  6539	  15
6118	  108303		  6536	  15
6119	  108307		  6541	  15
6120	  108310		  6542	  15
6121	  108313		  6544	  15
6122	  108316		  6545	  15
6123	  108323		  6546	  15
6124	  108327		  6547	  15
6125	  108330		  6548	  15
6126	  108342		  6550	  15
6127	  108443		  6561	  15
6128	  108448		  6565	  15
6129	  108479		  6572	  15
6130	  108482		  6573	  15
6131	  108485		  6574	  15
6132	  108488		  6575	  15
6133	  108491		  6563	  15
6134	  108549		  7840	  15
6135	  108553		  6577	  15
6136	  108565		  6578	  15
6137	  108568		  6579	  15
6138	  108571		  6580	  15
6139	  108574		  6586	  15
6140	  108577		  6581	  15
6141	  108580		  6582	  15
6142	  108583		  6583	  15
6143	  108586		  6587	  15
6144	  108589		  6584	  15
6145	  108592		  6588	  15
6146	  108595		  6585	  15
6147	  108817		  6598	  15
6148	  108825		  6601	  15
6149	  108828		  6602	  15
6150	  108831		  6603	  15
6151	  108834		  6604	  15
6152	  108837		  6605	  15
6153	  108849		  6607	  15
6154	  108855		  6608	  15
6155	  108875		  6612	  15
6156	  108975		  6619	  15
6157	  109090		  6614	  15
6158	  109094		  6615	  15
6159	  109256		  6616	  15
6160	  109276		  6617	  15
6161	  109279		  6622	  15
6162	  109283		  6623	  15
6163	  109423		  6625	  15
6164	  109428		  6627	  15
6165	  109480		  6626	  15
6166	  109491		  6630	  15
6167	  109494		  5943	  15
6168	  109500		  6636	  15
6169	  109504		  6633	  15
6170	  109507		  6635	  15
6171	  109518		  6639	  15
6172	  109521		  6643	  15
6173	  109525		  6644	  15
6174	  109528		  6645	  15
6175	  109532		  6646	  15
6176	  109538		  6647	  15
6177	  109541		  6655	  15
6178	  109550		  6648	  15
6179	  109555		  6649	  15
6180	  109583		  6650	  15
6181	  109586		  6651	  15
6182	  109589		  6652	  15
6183	  109592		  6653	  15
6184	  109595		  6654	  15
6185	  109598		  6656	  15
6186	  109601		  6657	  15
6187	  109614		  6658	  15
6188	  109621		  6609	  15
6189	  109630		  6660	  15
6190	  109633		  6551	  15
6191	  109666		  6666	  15
6192	  109674		  6671	  15
6193	  109680		  6672	  15
6194	  109683		  6673	  15
6195	  109686		  6674	  15
6196	  109689		  6675	  15
6197	  109692		  6676	  15
6198	  109700		  6677	  15
6199	  109703		  6678	  15
6200	  109706		  6679	  15
6201	  109709		  6683	  15
6202	  109714		  6684	  15
6203	  109717		  6687	  15
6204	  109720		  6688	  15
6205	  109723		  6689	  15
6206	  109726		  6690	  15
6207	  109729		  6695	  15
6208	  109733		  6696	  15
6209	  109737		  6697	  15
6210	  109740		  6698	  15
6211	  109743		  6701	  15
6212	  109746		  6702	  15
6213	  109758		  6703	  15
6214	  109761		  6705	  15
6215	  109764		  6706	  15
6216	  109769		  6710	  15
6217	  109773		  6711	  15
6218	  109803		  6713	  15
6219	  109909		  6718	  15
6220	  109912		  6717	  15
6221	  109918		  6719	  15
6222	  109923		  6727	  15
6223	  109926		  6728	  15
6224	  109944		  6729	  15
6225	  109947		  6730	  15
6226	  109950		  6731	  15
6227	  109953		  6732	  15
6228	  109956		  6734	  15
6229	  109960		  6735	  15
6230	  109997		  6738	  15
6231	  110000		  6744	  15
6232	  110004		  6745	  15
6233	  110007		  6746	  15
6234	  110011		  6749	  15
6235	  110014		  6751	  15
6236	  110017		  6757	  15
6237	  110020		  6726	  15
6238	  110034		  6752	  15
6239	  110037		  6753	  15
6240	  110054		  6758	  15
6241	  110066		  6760	  15
6242	  110073		  6761	  15
6243	  110076		  6764	  15
6244	  110080		  6766	  15
6245	  110104		  6767	  15
6246	  110108		  6768	  15
6247	  110117		  6771	  15
6248	  110194		  8021	  15
6249	  110200		  6775	  15
6250	  110205		  6773	  15
6251	  110232		  6779	  15
6252	  110243		  6781	  15
6253	  110253		  6782	  15
6254	  110302		  6787	  15
6255	  110327		  6793	  15
6256	  110330		  6794	  15
6257	  110333		  6795	  15
6258	  110337		  6797	  15
6259	  110340		  6798	  15
6260	  110343		  6800	  15
6261	  110346		  6801	  15
6262	  110354		  6802	  15
6263	  110359		  6804	  15
6264	  110369		  6808	  15
6265	  110372		  6807	  15
6266	  110375		  6810	  15
6267	  110378		  6812	  15
6268	  110382		  6811	  15
6269	  110386		  6815	  15
6270	  110392		  6816	  15
6271	  110395		  6818	  15
6272	  110399		  6819	  15
6273	  110402		  5269	  15
6274	  110405		  6821	  15
6275	  110408		  6822	  15
6276	  110412		  6824	  15
6277	  110415		  6776	  15
6278	  110420		  6828	  15
6279	  110423		  6829	  15
6280	  110430		  6834	  15
6281	  110434		  6835	  15
6282	  110437		  6836	  15
6283	  110440		  6837	  15
6284	  110443		  6841	  15
6285	  110447		  6842	  15
6286	  110450		  6843	  15
6287	  110453		  6844	  15
6288	  110456		  6845	  15
6289	  110460		  6846	  15
6290	  110468		  6848	  15
6291	  110484		  6847	  15
6292	  110487		  6852	  15
6293	  110504		  6854	  15
6294	  110507		  6859	  15
6295	  110520		  6620	  15
6296	  110615		  6861	  15
6297	  110619		  6862	  15
6298	  110622		  6863	  15
6299	  110626		  6864	  15
6300	  110630		  6866	  15
6301	  110636		  6867	  15
6302	  110644		  6865	  15
6303	  110665		  6870	  15
6304	  110685		  6876	  15
6305	  110688		  6877	  15
6306	  110691		  6878	  15
6307	  110694		  6880	  15
6308	  110698		  6881	  15
6309	  110701		  6883	  15
6310	  110707		  6884	  15
6311	  110710		  6885	  15
6312	  110731		  6747	  15
6313	  110737		  6886	  15
6314	  110746		  5410	  15
6315	  110749		  6895	  15
6316	  110757		  6896	  15
6317	  110763		  6899	  15
6318	  110767		  6900	  15
6319	  110800		  6902	  15
6320	  110830		  6903	  15
6321	  110877		  6905	  15
6322	  110975		  6915	  15
6323	  110979		  6906	  15
6324	  111221		  6908	  15
6325	  111224		  6909	  15
6326	  111227		  2415	  15
6327	  111233		  6910	  15
6328	  111236		  6916	  15
6329	  111295		  6911	  15
6330	  111302		  6912	  15
6331	  111336		  6921	  15
6332	  111339		  6922	  15
6333	  111360		  6926	  15
6334	  111363		  6927	  15
6335	  111366		  6928	  15
6336	  111369		  6929	  15
6337	  111437		  6935	  15
6338	  111441		  6936	  15
6339	  111448		  6940	  15
6340	  111451		  6941	  15
6341	  111549		  6943	  15
6342	  111570		  6949	  15
6343	  111577		  6947	  15
6344	  111581		  6954	  15
6345	  111615		  7636	  15
6346	  111623		  7881	  15
6347	  111629		  7991	  15
6348	  111633		  8007	  15
6349	  111641		  6959	  15
6350	  111648		  6692	  15
6351	  111656		  6958	  15
6352	  111660		  6960	  15
6353	  111663		  6961	  15
6354	  111667		  6962	  15
6355	  111670		  6963	  15
6356	  111673		  6968	  15
6357	  111676		  6969	  15
6358	  111679		  6316	  15
6359	  111700		  6971	  15
6360	  111708		  6972	  15
6361	  111711		  6974	  15
6362	  111715		  6975	  15
6363	  111768		  6978	  15
6364	  111771		  6981	  15
6365	  111774		  6984	  15
6366	  111783		  6985	  15
6367	  111786		  6990	  15
6368	  111789		  6991	  15
6369	  111890		  6995	  15
6370	  111893		  6996	  15
6371	  111896		  6998	  15
6372	  111899		  6999	  15
6373	  111902		  7000	  15
6374	  111905		  7001	  15
6375	  111908		  7002	  15
6376	  111912		  7003	  15
6377	  111915		  7004	  15
6378	  111931		  7006	  15
6379	  111934		  7007	  15
6380	  111937		  7008	  15
6381	  111940		  7009	  15
6382	  111943		  7010	  15
6383	  111946		  7011	  15
6384	  111961		  7013	  15
6385	  111964		  7014	  15
6386	  111968		  7015	  15
6387	  111971		  7016	  15
6388	  111974		  7017	  15
6389	  111977		  7018	  15
6390	  111980		  7019	  15
6391	  111986		  7020	  15
6392	  112006		  7022	  15
6393	  112017		  7024	  15
6394	  112022		  7025	  15
6395	  112025		  7026	  15
6396	  112040		  7027	  15
6397	  112043		  7028	  15
6398	  112046		  7029	  15
6399	  112050		  7031	  15
6400	  112052		  7033	  15
6401	  112055		  7032	  15
6402	  112058		  7035	  15
6403	  112062		  7036	  15
6404	  112066		  7037	  15
6405	  112069		  7041	  15
6406	  112072		  7043	  15
6407	  112088		  7044	  15
6408	  112093		  7051	  15
6409	  112238		  7045	  15
6410	  112276		  7053	  15
6411	  112349		  7046	  15
6412	  112533		  7055	  15
6413	  112633		  7048	  15
6414	  112636		  7056	  15
6415	  112675		  7049	  15
6416	  112704		  7057	  15
6417	  112824		  7030	  15
6418	  112828		  7061	  15
6419	  112853		  7064	  15
6420	  112858		  7065	  15
6421	  112861		  7038	  15
6422	  112870		  7072	  15
6423	  112873		  7070	  15
6424	  112877		  7071	  15
6425	  112883		  7079	  15
6426	  112886		  7080	  15
6427	  112945		  7797	  15
6428	  112960		  7082	  15
6429	  113031		  7085	  15
6430	  113034		  7087	  15
6431	  113038		  7086	  15
6432	  113163		  7084	  15
6433	  113171		  7090	  15
6434	  113277		  5015	  15
6435	  113293		  7089	  15
6436	  113297		  7096	  15
6437	  113304		  7095	  15
6438	  113307		  7098	  15
6439	  113310		  7099	  15
6440	  113330		  7100	  15
6441	  113347		  7103	  15
6442	  113350		  7104	  15
6443	  113367		  7106	  15
6444	  113373		  7107	  15
6445	  113377		  7109	  15
6446	  113386		  7111	  15
6447	  113389		  7112	  15
6448	  113392		  7113	  15
6449	  113406		  7114	  15
6450	  113410		  7118	  15
6451	  113413		  7117	  15
6452	  113440		  7121	  15
6453	  113449		  7123	  15
6454	  113452		  7122	  15
6455	  113455		  7124	  15
6456	  113458		  7125	  15
6457	  113461		  7127	  15
6458	  113465		  7128	  15
6459	  113469		  7129	  15
6460	  113482		  7136	  15
6461	  113486		  7130	  15
6462	  113490		  7137	  15
6463	  113517		  7126	  15
6464	  113522		  7132	  15
6465	  113554		  7133	  15
6466	  113557		  7138	  15
6467	  113561		  7134	  15
6468	  113566		  7139	  15
6469	  113571		  7140	  15
6470	  113574		  7135	  15
6471	  113577		  6986	  15
6472	  113580		  7142	  15
6473	  113586		  7145	  15
6474	  113590		  7151	  15
6475	  113593		  7153	  15
6476	  113607		  7154	  15
6477	  113610		  7155	  15
6478	  113613		  7156	  15
6479	  113616		  7157	  15
6480	  113619		  7160	  15
6481	  113622		  7158	  15
6482	  113625		  7159	  15
